Input (Dec),Expected (Float),FPGA (Q8.8),Abs Error,Error (LSB),Status
492,22.1811,22.1797,0.001386,0.35 LSB,PASS
493,22.2036,22.2031,0.000478,0.12 LSB,PASS
494,22.2261,22.2266,0.000452,0.12 LSB,PASS
495,22.2486,22.25,0.001405,0.36 LSB,PASS
496,22.2711,22.2695,0.001526,0.39 LSB,PASS
497,22.2935,22.293,0.000528,0.14 LSB,PASS
498,22.3159,22.3164,0.000493,0.13 LSB,PASS
499,22.3383,22.3398,0.001536,0.39 LSB,PASS
500,22.3607,22.3594,0.001305,0.33 LSB,PASS
501,22.383,22.3828,0.000217,0.06 LSB,PASS
502,22.4054,22.4062,0.000893,0.23 LSB,PASS
503,22.4277,22.4258,0.00188,0.48 LSB,PASS
504,22.4499,22.4492,0.000726,0.19 LSB,PASS
505,22.4722,22.4727,0.000451,0.12 LSB,PASS
506,22.4944,22.4961,0.00165,0.42 LSB,PASS
507,22.5167,22.5156,0.001035,0.27 LSB,PASS
508,22.5389,22.5391,0.000207,0.05 LSB,PASS
509,22.561,22.5625,0.001472,0.38 LSB,PASS
510,22.5832,22.582,0.001148,0.29 LSB,PASS
511,22.6053,22.6055,0.00016,0.04 LSB,PASS
512,22.6274,22.6289,0.001489,0.38 LSB,PASS
513,22.6495,22.6484,0.001066,0.27 LSB,PASS
514,22.6716,22.6719,0.000307,0.08 LSB,PASS
515,22.6936,22.6953,0.001701,0.44 LSB,PASS
516,22.7156,22.7148,0.00079,0.20 LSB,PASS
517,22.7376,22.7383,0.000647,0.17 LSB,PASS
518,22.7596,22.7578,0.001801,0.46 LSB,PASS
519,22.7816,22.7812,0.000321,0.08 LSB,PASS
520,22.8035,22.8047,0.001179,0.30 LSB,PASS
521,22.8254,22.8242,0.001206,0.31 LSB,PASS
522,22.8473,22.8477,0.000337,0.09 LSB,PASS
523,22.8692,22.8711,0.0019,0.49 LSB,PASS
524,22.891,22.8906,0.000421,0.11 LSB,PASS
525,22.9129,22.9141,0.001184,0.30 LSB,PASS
526,22.9347,22.9336,0.001096,0.28 LSB,PASS
527,22.9565,22.957,0.000551,0.14 LSB,PASS
528,22.9783,22.9766,0.001688,0.43 LSB,PASS
529,23,23,0,0.00 LSB,PASS
530,23.0217,23.0234,0.001709,0.44 LSB,PASS
531,23.0434,23.043,0.000468,0.12 LSB,PASS
532,23.0651,23.0664,0.001281,0.33 LSB,PASS
533,23.0868,23.0859,0.000855,0.22 LSB,PASS
534,23.1084,23.1094,0.000935,0.24 LSB,PASS
535,23.1301,23.1289,0.001161,0.30 LSB,PASS
536,23.1517,23.1523,0.00067,0.17 LSB,PASS
537,23.1733,23.1719,0.001385,0.35 LSB,PASS
538,23.1948,23.1953,0.000485,0.12 LSB,PASS
539,23.2164,23.2148,0.00153,0.39 LSB,PASS
540,23.2379,23.2383,0.000381,0.10 LSB,PASS
541,23.2594,23.2578,0.001594,0.41 LSB,PASS
542,23.2809,23.2812,0.000357,0.09 LSB,PASS
543,23.3024,23.3008,0.001579,0.40 LSB,PASS
544,23.3238,23.3242,0.000411,0.11 LSB,PASS
545,23.3452,23.3438,0.001485,0.38 LSB,PASS
546,23.3666,23.3672,0.000545,0.14 LSB,PASS
547,23.388,23.3867,0.001312,0.34 LSB,PASS
548,23.4094,23.4102,0.000756,0.19 LSB,PASS
549,23.4307,23.4297,0.001062,0.27 LSB,PASS
550,23.4521,23.4531,0.001046,0.27 LSB,PASS
551,23.4734,23.4727,0.000733,0.19 LSB,PASS
552,23.4947,23.4961,0.001414,0.36 LSB,PASS
553,23.516,23.5156,0.000327,0.08 LSB,PASS
554,23.5372,23.5391,0.001858,0.48 LSB,PASS
555,23.5584,23.5586,0.000156,0.04 LSB,PASS
556,23.5797,23.5781,0.001527,0.39 LSB,PASS
557,23.6008,23.6016,0.000715,0.18 LSB,PASS
558,23.622,23.6211,0.00093,0.24 LSB,PASS
559,23.6432,23.6445,0.00135,0.35 LSB,PASS
560,23.6643,23.6641,0.000257,0.07 LSB,PASS
561,23.6854,23.6836,0.001845,0.47 LSB,PASS
562,23.7065,23.707,0.000492,0.13 LSB,PASS
563,23.7276,23.7266,0.001059,0.27 LSB,PASS
564,23.7487,23.75,0.001316,0.34 LSB,PASS
565,23.7697,23.7695,0.000197,0.05 LSB,PASS
566,23.7908,23.7891,0.001692,0.43 LSB,PASS
567,23.8118,23.8125,0.000738,0.19 LSB,PASS
568,23.8328,23.832,0.000719,0.18 LSB,PASS
569,23.8537,23.8555,0.001748,0.45 LSB,PASS
570,23.8747,23.875,0.000327,0.08 LSB,PASS
571,23.8956,23.8945,0.001075,0.28 LSB,PASS
572,23.9165,23.918,0.001447,0.37 LSB,PASS
573,23.9374,23.9375,0.000082,0.02 LSB,PASS
574,23.9583,23.957,0.001266,0.32 LSB,PASS
575,23.9792,23.9805,0.001311,0.34 LSB,PASS
576,24,24,0,0.00 LSB,PASS
577,24.0208,24.0195,0.001293,0.33 LSB,PASS
578,24.0416,24.043,0.001338,0.34 LSB,PASS
579,24.0624,24.0625,0.000081,0.02 LSB,PASS
580,24.0832,24.082,0.001158,0.30 LSB,PASS
581,24.1039,24.1055,0.001527,0.39 LSB,PASS
582,24.1247,24.125,0.000324,0.08 LSB,PASS
583,24.1454,24.1445,0.000862,0.22 LSB,PASS
584,24.1661,24.168,0.001877,0.48 LSB,PASS
585,24.1868,24.1875,0.000727,0.19 LSB,PASS
586,24.2074,24.207,0.000406,0.10 LSB,PASS
587,24.2281,24.2266,0.00152,0.39 LSB,PASS
588,24.2487,24.25,0.001289,0.33 LSB,PASS
589,24.2693,24.2695,0.000209,0.05 LSB,PASS
590,24.2899,24.2891,0.000853,0.22 LSB,PASS
591,24.3105,24.3086,0.001898,0.49 LSB,PASS
592,24.3311,24.332,0.000981,0.25 LSB,PASS
593,24.3516,24.3516,0.000029,0.01 LSB,PASS
594,24.3721,24.3711,0.001021,0.26 LSB,PASS
595,24.3926,24.3945,0.001909,0.49 LSB,PASS
596,24.4131,24.4141,0.000951,0.24 LSB,PASS
597,24.4336,24.4336,0.00001,0.00 LSB,PASS
598,24.454,24.4531,0.000914,0.23 LSB,PASS
599,24.4745,24.4727,0.00182,0.47 LSB,PASS
600,24.4949,24.4961,0.001196,0.31 LSB,PASS
601,24.5153,24.5156,0.000324,0.08 LSB,PASS
602,24.5357,24.5352,0.000532,0.14 LSB,PASS
603,24.5561,24.5547,0.001371,0.35 LSB,PASS
604,24.5764,24.5781,0.001714,0.44 LSB,PASS
605,24.5967,24.5977,0.000908,0.23 LSB,PASS
606,24.6171,24.6172,0.00012,0.03 LSB,PASS
607,24.6374,24.6367,0.000651,0.17 LSB,PASS
608,24.6577,24.6562,0.001406,0.36 LSB,PASS
609,24.6779,24.6797,0.001762,0.45 LSB,PASS
610,24.6982,24.6992,0.001041,0.27 LSB,PASS
611,24.7184,24.7188,0.000336,0.09 LSB,PASS
612,24.7386,24.7383,0.000353,0.09 LSB,PASS
613,24.7588,24.7578,0.001024,0.26 LSB,PASS
614,24.779,24.7773,0.00168,0.43 LSB,PASS
615,24.7992,24.8008,0.001588,0.41 LSB,PASS
616,24.8193,24.8203,0.000965,0.25 LSB,PASS
617,24.8395,24.8398,0.000359,0.09 LSB,PASS
618,24.8596,24.8594,0.000231,0.06 LSB,PASS
619,24.8797,24.8789,0.000804,0.21 LSB,PASS
620,24.8998,24.8984,0.001362,0.35 LSB,PASS
621,24.9199,24.918,0.001903,0.49 LSB,PASS
622,24.9399,24.9414,0.001478,0.38 LSB,PASS
623,24.96,24.9609,0.00097,0.25 LSB,PASS
624,24.98,24.9805,0.000477,0.12 LSB,PASS
625,25,25,0,0.00 LSB,PASS
626,25.02,25.0195,0.000461,0.12 LSB,PASS
627,25.04,25.0391,0.000906,0.23 LSB,PASS
628,25.0599,25.0586,0.001334,0.34 LSB,PASS
629,25.0799,25.0781,0.001747,0.45 LSB,PASS
630,25.0998,25.1016,0.001762,0.45 LSB,PASS
631,25.1197,25.1211,0.00138,0.35 LSB,PASS
632,25.1396,25.1406,0.001015,0.26 LSB,PASS
633,25.1595,25.1602,0.000665,0.17 LSB,PASS
634,25.1794,25.1797,0.000331,0.08 LSB,PASS
635,25.1992,25.1992,0.000012,0.00 LSB,PASS
636,25.219,25.2188,0.00029,0.07 LSB,PASS
637,25.2389,25.2383,0.000578,0.15 LSB,PASS
638,25.2587,25.2578,0.000849,0.22 LSB,PASS
639,25.2784,25.2773,0.001106,0.28 LSB,PASS
640,25.2982,25.2969,0.001346,0.34 LSB,PASS
641,25.318,25.3164,0.001572,0.40 LSB,PASS
642,25.3377,25.3359,0.001781,0.46 LSB,PASS
643,25.3574,25.3594,0.00193,0.49 LSB,PASS
644,25.3772,25.3789,0.001751,0.45 LSB,PASS
645,25.3969,25.3984,0.001587,0.41 LSB,PASS
646,25.4165,25.418,0.001439,0.37 LSB,PASS
647,25.4362,25.4375,0.001305,0.33 LSB,PASS
648,25.4558,25.457,0.001187,0.30 LSB,PASS
649,25.4755,25.4766,0.001084,0.28 LSB,PASS
650,25.4951,25.4961,0.000996,0.26 LSB,PASS
651,25.5147,25.5156,0.000923,0.24 LSB,PASS
652,25.5343,25.5352,0.000866,0.22 LSB,PASS
653,25.5539,25.5547,0.000823,0.21 LSB,PASS
654,25.5734,25.5742,0.000795,0.20 LSB,PASS
655,25.593,25.5938,0.000782,0.20 LSB,PASS
656,25.6125,25.6133,0.000784,0.20 LSB,PASS
657,25.632,25.6328,0.000801,0.21 LSB,PASS
658,25.6515,25.6523,0.000833,0.21 LSB,PASS
659,25.671,25.6719,0.00088,0.23 LSB,PASS
660,25.6905,25.6914,0.000941,0.24 LSB,PASS
661,25.7099,25.7109,0.001017,0.26 LSB,PASS
662,25.7294,25.7305,0.001108,0.28 LSB,PASS
663,25.7488,25.75,0.001214,0.31 LSB,PASS
664,25.7682,25.7695,0.001334,0.34 LSB,PASS
665,25.7876,25.7891,0.001469,0.38 LSB,PASS
666,25.807,25.8086,0.001618,0.41 LSB,PASS
667,25.8263,25.8281,0.001782,0.46 LSB,PASS
668,25.8457,25.8477,0.00196,0.50 LSB,PASS
669,25.865,25.8633,0.001753,0.45 LSB,PASS
670,25.8844,25.8828,0.001546,0.40 LSB,PASS
671,25.9037,25.9023,0.001324,0.34 LSB,PASS
672,25.923,25.9219,0.001088,0.28 LSB,PASS
673,25.9422,25.9414,0.000837,0.21 LSB,PASS
674,25.9615,25.9609,0.000572,0.15 LSB,PASS
675,25.9808,25.9805,0.000293,0.08 LSB,PASS
676,26,26,0,0.00 LSB,PASS
677,26.0192,26.0195,0.000308,0.08 LSB,PASS
678,26.0384,26.0391,0.000629,0.16 LSB,PASS
679,26.0576,26.0586,0.000965,0.25 LSB,PASS
680,26.0768,26.0781,0.001315,0.34 LSB,PASS
681,26.096,26.0977,0.00168,0.43 LSB,PASS
682,26.1151,26.1133,0.001848,0.47 LSB,PASS
683,26.1343,26.1328,0.001456,0.37 LSB,PASS
684,26.1534,26.1523,0.00105,0.27 LSB,PASS
685,26.1725,26.1719,0.00063,0.16 LSB,PASS
686,26.1916,26.1914,0.000195,0.05 LSB,PASS
687,26.2107,26.2109,0.000253,0.06 LSB,PASS
688,26.2298,26.2305,0.000715,0.18 LSB,PASS
689,26.2488,26.25,0.001191,0.30 LSB,PASS
690,26.2679,26.2695,0.00168,0.43 LSB,PASS
691,26.2869,26.2852,0.001723,0.44 LSB,PASS
692,26.3059,26.3047,0.001205,0.31 LSB,PASS
693,26.3249,26.3242,0.000674,0.17 LSB,PASS
694,26.3439,26.3438,0.00013,0.03 LSB,PASS
695,26.3629,26.3633,0.000429,0.11 LSB,PASS
696,26.3818,26.3828,0.001001,0.26 LSB,PASS
697,26.4008,26.4023,0.001586,0.41 LSB,PASS
698,26.4197,26.418,0.001721,0.44 LSB,PASS
699,26.4386,26.4375,0.001108,0.28 LSB,PASS
700,26.4575,26.457,0.000482,0.12 LSB,PASS
701,26.4764,26.4766,0.000158,0.04 LSB,PASS
702,26.4953,26.4961,0.000811,0.21 LSB,PASS
703,26.5141,26.5156,0.001478,0.38 LSB,PASS
704,26.533,26.5312,0.001748,0.45 LSB,PASS
705,26.5518,26.5508,0.001055,0.27 LSB,PASS
706,26.5707,26.5703,0.000348,0.09 LSB,PASS
707,26.5895,26.5898,0.000372,0.10 LSB,PASS
708,26.6083,26.6094,0.001106,0.28 LSB,PASS
709,26.6271,26.6289,0.001852,0.47 LSB,PASS
710,26.6458,26.6445,0.001294,0.33 LSB,PASS
711,26.6646,26.6641,0.000521,0.13 LSB,PASS
712,26.6833,26.6836,0.000266,0.07 LSB,PASS
713,26.7021,26.7031,0.001065,0.27 LSB,PASS
714,26.7208,26.7227,0.001878,0.48 LSB,PASS
715,26.7395,26.7383,0.001203,0.31 LSB,PASS
716,26.7582,26.7578,0.000364,0.09 LSB,PASS
717,26.7769,26.7773,0.000488,0.12 LSB,PASS
718,26.7955,26.7969,0.001353,0.35 LSB,PASS
719,26.8142,26.8125,0.001675,0.43 LSB,PASS
720,26.8328,26.832,0.000784,0.20 LSB,PASS
721,26.8514,26.8516,0.000119,0.03 LSB,PASS
722,26.8701,26.8711,0.001036,0.27 LSB,PASS
723,26.8887,26.8906,0.001966,0.50 LSB,PASS
724,26.9072,26.9062,0.000998,0.26 LSB,PASS
725,26.9258,26.9258,0.000043,0.01 LSB,PASS
726,26.9444,26.9453,0.000925,0.24 LSB,PASS
727,26.9629,26.9648,0.001906,0.49 LSB,PASS
728,26.9815,26.9805,0.001006,0.26 LSB,PASS
729,27,27,0,0.00 LSB,PASS
730,27.0185,27.0195,0.001019,0.26 LSB,PASS
731,27.037,27.0352,0.001855,0.47 LSB,PASS
732,27.0555,27.0547,0.000811,0.21 LSB,PASS
733,27.074,27.0742,0.000246,0.06 LSB,PASS
734,27.0924,27.0938,0.001316,0.34 LSB,PASS
735,27.1109,27.1094,0.001508,0.39 LSB,PASS
736,27.1293,27.1289,0.000414,0.11 LSB,PASS
737,27.1477,27.1484,0.000694,0.18 LSB,PASS
738,27.1662,27.168,0.001813,0.46 LSB,PASS
739,27.1846,27.1836,0.000961,0.25 LSB,PASS
740,27.2029,27.2031,0.000184,0.05 LSB,PASS
741,27.2213,27.2227,0.001341,0.34 LSB,PASS
742,27.2397,27.2383,0.001396,0.36 LSB,PASS
743,27.258,27.2578,0.000214,0.05 LSB,PASS
744,27.2764,27.2773,0.00098,0.25 LSB,PASS
745,27.2947,27.293,0.001719,0.44 LSB,PASS
746,27.313,27.3125,0.000501,0.13 LSB,PASS
747,27.3313,27.332,0.000731,0.19 LSB,PASS
748,27.3496,27.3516,0.001974,0.51 LSB,PASS
749,27.3679,27.3672,0.000677,0.17 LSB,PASS
750,27.3861,27.3867,0.000591,0.15 LSB,PASS
751,27.4044,27.4062,0.001871,0.48 LSB,PASS
752,27.4226,27.4219,0.000743,0.19 LSB,PASS
753,27.4408,27.4414,0.000561,0.14 LSB,PASS
754,27.4591,27.4609,0.001877,0.48 LSB,PASS
755,27.4773,27.4766,0.000701,0.18 LSB,PASS
756,27.4955,27.4961,0.00064,0.16 LSB,PASS
757,27.5136,27.5117,0.001914,0.49 LSB,PASS
758,27.5318,27.5312,0.00055,0.14 LSB,PASS
759,27.55,27.5508,0.000827,0.21 LSB,PASS
760,27.5681,27.5664,0.001691,0.43 LSB,PASS
761,27.5862,27.5859,0.000291,0.07 LSB,PASS
762,27.6043,27.6055,0.001121,0.29 LSB,PASS
763,27.6225,27.6211,0.001361,0.35 LSB,PASS
764,27.6405,27.6406,0.000075,0.02 LSB,PASS
765,27.6586,27.6602,0.001523,0.39 LSB,PASS
766,27.6767,27.6758,0.000924,0.24 LSB,PASS
767,27.6948,27.6953,0.000548,0.14 LSB,PASS
768,27.7128,27.7109,0.001875,0.48 LSB,PASS
769,27.7308,27.7305,0.00038,0.10 LSB,PASS
770,27.7489,27.75,0.001126,0.29 LSB,PASS
771,27.7669,27.7656,0.001262,0.32 LSB,PASS
772,27.7849,27.7852,0.000268,0.07 LSB,PASS
773,27.8029,27.8047,0.00181,0.46 LSB,PASS
774,27.8209,27.8203,0.000543,0.14 LSB,PASS
775,27.8388,27.8398,0.001022,0.26 LSB,PASS
776,27.8568,27.8555,0.001308,0.33 LSB,PASS
777,27.8747,27.875,0.00028,0.07 LSB,PASS
778,27.8927,27.8945,0.00188,0.48 LSB,PASS
779,27.9106,27.9102,0.000415,0.11 LSB,PASS
780,27.9285,27.9297,0.001207,0.31 LSB,PASS
781,27.9464,27.9453,0.001065,0.27 LSB,PASS
782,27.9643,27.9648,0.000581,0.15 LSB,PASS
783,27.9821,27.9805,0.001668,0.43 LSB,PASS
784,28,28,0,0.00 LSB,PASS
785,28.0179,28.0195,0.00168,0.43 LSB,PASS
786,28.0357,28.0352,0.000535,0.14 LSB,PASS
787,28.0535,28.0547,0.001167,0.30 LSB,PASS
788,28.0713,28.0703,0.001025,0.26 LSB,PASS
789,28.0891,28.0898,0.0007,0.18 LSB,PASS
790,28.1069,28.1055,0.00147,0.38 LSB,PASS
791,28.1247,28.125,0.000278,0.07 LSB,PASS
792,28.1425,28.1406,0.00187,0.48 LSB,PASS
793,28.1603,28.1602,0.000099,0.03 LSB,PASS
794,28.178,28.1797,0.001682,0.43 LSB,PASS
795,28.1957,28.1953,0.000432,0.11 LSB,PASS
796,28.2135,28.2148,0.001372,0.35 LSB,PASS
797,28.2312,28.2305,0.00072,0.18 LSB,PASS
798,28.2489,28.25,0.001106,0.28 LSB,PASS
799,28.2666,28.2656,0.000963,0.25 LSB,PASS
800,28.2843,28.2852,0.000885,0.23 LSB,PASS
801,28.3019,28.3008,0.001162,0.30 LSB,PASS
802,28.3196,28.3203,0.000708,0.18 LSB,PASS
803,28.3373,28.3359,0.001317,0.34 LSB,PASS
804,28.3549,28.3555,0.000575,0.15 LSB,PASS
805,28.3725,28.3711,0.001428,0.37 LSB,PASS
806,28.3901,28.3906,0.000486,0.12 LSB,PASS
807,28.4077,28.4062,0.001495,0.38 LSB,PASS
808,28.4253,28.4258,0.00044,0.11 LSB,PASS
809,28.4429,28.4414,0.001519,0.39 LSB,PASS
810,28.4605,28.4609,0.000439,0.11 LSB,PASS
811,28.4781,28.4766,0.001499,0.38 LSB,PASS
812,28.4956,28.4961,0.00048,0.12 LSB,PASS
813,28.5132,28.5117,0.001436,0.37 LSB,PASS
814,28.5307,28.5312,0.000565,0.14 LSB,PASS
815,28.5482,28.5469,0.00133,0.34 LSB,PASS
816,28.5657,28.5664,0.000693,0.18 LSB,PASS
817,28.5832,28.582,0.001181,0.30 LSB,PASS
818,28.6007,28.6016,0.000863,0.22 LSB,PASS
819,28.6182,28.6172,0.000989,0.25 LSB,PASS
820,28.6356,28.6367,0.001077,0.28 LSB,PASS
821,28.6531,28.6523,0.000754,0.19 LSB,PASS
822,28.6705,28.6719,0.001333,0.34 LSB,PASS
823,28.688,28.6875,0.000477,0.12 LSB,PASS
824,28.7054,28.707,0.001631,0.42 LSB,PASS
825,28.7228,28.7227,0.000157,0.04 LSB,PASS
826,28.7402,28.7422,0.001972,0.50 LSB,PASS
827,28.7576,28.7578,0.000205,0.05 LSB,PASS
828,28.775,28.7734,0.001552,0.40 LSB,PASS
829,28.7924,28.793,0.000609,0.16 LSB,PASS
830,28.8097,28.8086,0.001127,0.29 LSB,PASS
831,28.8271,28.8281,0.001054,0.27 LSB,PASS
832,28.8444,28.8438,0.00066,0.17 LSB,PASS
833,28.8617,28.8633,0.001542,0.39 LSB,PASS
834,28.8791,28.8789,0.000152,0.04 LSB,PASS
835,28.8964,28.8945,0.001835,0.47 LSB,PASS
836,28.9137,28.9141,0.000398,0.10 LSB,PASS
837,28.931,28.9297,0.001265,0.32 LSB,PASS
838,28.9482,28.9492,0.000989,0.25 LSB,PASS
839,28.9655,28.9648,0.000653,0.17 LSB,PASS
840,28.9828,28.9844,0.001622,0.42 LSB,PASS
841,29,29,0,0.00 LSB,PASS
842,29.0172,29.0156,0.001611,0.41 LSB,PASS
843,29.0345,29.0352,0.000694,0.18 LSB,PASS
844,29.0517,29.0508,0.000897,0.23 LSB,PASS
845,29.0689,29.0703,0.001429,0.37 LSB,PASS
846,29.0861,29.0859,0.000142,0.04 LSB,PASS
847,29.1033,29.1016,0.001702,0.44 LSB,PASS
848,29.1204,29.1211,0.000654,0.17 LSB,PASS
849,29.1376,29.1367,0.000886,0.23 LSB,PASS
850,29.1548,29.1562,0.001491,0.38 LSB,PASS
851,29.1719,29.1719,0.000029,0.01 LSB,PASS
852,29.189,29.1875,0.001539,0.39 LSB,PASS
853,29.2062,29.207,0.000868,0.22 LSB,PASS
854,29.2233,29.2227,0.000622,0.16 LSB,PASS
855,29.2404,29.2422,0.001804,0.46 LSB,PASS
856,29.2575,29.2578,0.000335,0.09 LSB,PASS
857,29.2746,29.2734,0.001125,0.29 LSB,PASS
858,29.2916,29.293,0.001332,0.34 LSB,PASS
859,29.3087,29.3086,0.000108,0.03 LSB,PASS
860,29.3258,29.3242,0.001538,0.39 LSB,PASS
861,29.3428,29.3438,0.000948,0.24 LSB,PASS
862,29.3598,29.3594,0.000462,0.12 LSB,PASS
863,29.3769,29.375,0.001862,0.48 LSB,PASS
864,29.3939,29.3945,0.000654,0.17 LSB,PASS
865,29.4109,29.4102,0.000726,0.19 LSB,PASS
866,29.4279,29.4297,0.00181,0.46 LSB,PASS
867,29.4449,29.4453,0.000449,0.11 LSB,PASS
868,29.4618,29.4609,0.000902,0.23 LSB,PASS
869,29.4788,29.4805,0.001663,0.43 LSB,PASS
870,29.4958,29.4961,0.000331,0.08 LSB,PASS
871,29.5127,29.5117,0.00099,0.25 LSB,PASS
872,29.5296,29.5312,0.001604,0.41 LSB,PASS
873,29.5466,29.5469,0.000302,0.08 LSB,PASS
874,29.5635,29.5625,0.000991,0.25 LSB,PASS
875,29.5804,29.582,0.001632,0.42 LSB,PASS
876,29.5973,29.5977,0.000359,0.09 LSB,PASS
877,29.6142,29.6133,0.000905,0.23 LSB,PASS
878,29.6311,29.6328,0.001748,0.45 LSB,PASS
879,29.6479,29.6484,0.000503,0.13 LSB,PASS
880,29.6648,29.6641,0.000731,0.19 LSB,PASS
881,29.6816,29.6836,0.00195,0.50 LSB,PASS
882,29.6985,29.6992,0.000734,0.19 LSB,PASS
883,29.7153,29.7148,0.000472,0.12 LSB,PASS
884,29.7321,29.7305,0.001669,0.43 LSB,PASS
885,29.7489,29.75,0.00105,0.27 LSB,PASS
886,29.7658,29.7656,0.000127,0.03 LSB,PASS
887,29.7825,29.7812,0.001295,0.33 LSB,PASS
888,29.7993,29.8008,0.001452,0.37 LSB,PASS
889,29.8161,29.8164,0.000303,0.08 LSB,PASS
890,29.8329,29.832,0.000837,0.21 LSB,PASS
891,29.8496,29.8516,0.001939,0.50 LSB,PASS
892,29.8664,29.8672,0.000818,0.21 LSB,PASS
893,29.8831,29.8828,0.000293,0.08 LSB,PASS
894,29.8998,29.8984,0.001395,0.36 LSB,PASS
895,29.9166,29.918,0.001418,0.36 LSB,PASS
896,29.9333,29.9336,0.000335,0.09 LSB,PASS
897,29.95,29.9492,0.00074,0.19 LSB,PASS
898,29.9666,29.9648,0.001804,0.46 LSB,PASS
899,29.9833,29.9844,0.001046,0.27 LSB,PASS
900,30,30,0,0.00 LSB,PASS
901,30.0167,30.0156,0.001037,0.27 LSB,PASS
902,30.0333,30.0352,0.001841,0.47 LSB,PASS
903,30.05,30.0508,0.000823,0.21 LSB,PASS
904,30.0666,30.0664,0.000187,0.05 LSB,PASS
905,30.0832,30.082,0.001187,0.30 LSB,PASS
906,30.0998,30.1016,0.001729,0.44 LSB,PASS
907,30.1164,30.1172,0.000747,0.19 LSB,PASS
908,30.133,30.1328,0.000226,0.06 LSB,PASS
909,30.1496,30.1484,0.001189,0.30 LSB,PASS
910,30.1662,30.168,0.001762,0.45 LSB,PASS
911,30.1828,30.1836,0.000817,0.21 LSB,PASS
912,30.1993,30.1992,0.000119,0.03 LSB,PASS
913,30.2159,30.2148,0.001046,0.27 LSB,PASS
914,30.2324,30.2344,0.001942,0.50 LSB,PASS
915,30.249,30.25,0.001033,0.26 LSB,PASS
916,30.2655,30.2656,0.000133,0.03 LSB,PASS
917,30.282,30.2812,0.000758,0.19 LSB,PASS
918,30.2985,30.2969,0.00164,0.42 LSB,PASS
919,30.315,30.3164,0.001393,0.36 LSB,PASS
920,30.3315,30.332,0.000529,0.14 LSB,PASS
921,30.348,30.3477,0.000326,0.08 LSB,PASS
922,30.3645,30.3633,0.001172,0.30 LSB,PASS
923,30.3809,30.3828,0.001897,0.49 LSB,PASS
924,30.3974,30.3984,0.001069,0.27 LSB,PASS
925,30.4138,30.4141,0.00025,0.06 LSB,PASS
926,30.4302,30.4297,0.000561,0.14 LSB,PASS
927,30.4467,30.4453,0.001362,0.35 LSB,PASS
928,30.4631,30.4648,0.001751,0.45 LSB,PASS
929,30.4795,30.4805,0.000967,0.25 LSB,PASS
930,30.4959,30.4961,0.000192,0.05 LSB,PASS
931,30.5123,30.5117,0.000574,0.15 LSB,PASS
932,30.5287,30.5273,0.001331,0.34 LSB,PASS
933,30.545,30.5469,0.001826,0.47 LSB,PASS
934,30.5614,30.5625,0.001086,0.28 LSB,PASS
935,30.5778,30.5781,0.000355,0.09 LSB,PASS
936,30.5941,30.5938,0.000367,0.09 LSB,PASS
937,30.6105,30.6094,0.001081,0.28 LSB,PASS
938,30.6268,30.625,0.001786,0.46 LSB,PASS
939,30.6431,30.6445,0.001424,0.36 LSB,PASS
940,30.6594,30.6602,0.000737,0.19 LSB,PASS
941,30.6757,30.6758,0.000058,0.01 LSB,PASS
942,30.692,30.6914,0.000612,0.16 LSB,PASS
943,30.7083,30.707,0.001274,0.33 LSB,PASS
944,30.7246,30.7266,0.00198,0.51 LSB,PASS
945,30.7409,30.7422,0.001335,0.34 LSB,PASS
946,30.7571,30.7578,0.0007,0.18 LSB,PASS
947,30.7734,30.7734,0.000072,0.02 LSB,PASS
948,30.7896,30.7891,0.000546,0.14 LSB,PASS
949,30.8058,30.8047,0.001156,0.30 LSB,PASS
950,30.8221,30.8203,0.001758,0.45 LSB,PASS
951,30.8383,30.8398,0.001556,0.40 LSB,PASS
952,30.8545,30.8555,0.000972,0.25 LSB,PASS
953,30.8707,30.8711,0.000396,0.10 LSB,PASS
954,30.8869,30.8867,0.000172,0.04 LSB,PASS
955,30.9031,30.9023,0.000731,0.19 LSB,PASS
956,30.9192,30.918,0.001281,0.33 LSB,PASS
957,30.9354,30.9336,0.001823,0.47 LSB,PASS
958,30.9516,30.9531,0.00155,0.40 LSB,PASS
959,30.9677,30.9688,0.001025,0.26 LSB,PASS
960,30.9839,30.9844,0.000508,0.13 LSB,PASS
961,31,31,0,0.00 LSB,PASS
962,31.0161,31.0156,0.0005,0.13 LSB,PASS
963,31.0322,31.0312,0.000991,0.25 LSB,PASS
964,31.0483,31.0469,0.001474,0.38 LSB,PASS
965,31.0644,31.0664,0.001957,0.50 LSB,PASS
966,31.0805,31.082,0.001491,0.38 LSB,PASS
967,31.0966,31.0977,0.001033,0.26 LSB,PASS
968,31.1127,31.1133,0.000583,0.15 LSB,PASS
969,31.1288,31.1289,0.000141,0.04 LSB,PASS
970,31.1448,31.1445,0.000292,0.07 LSB,PASS
971,31.1609,31.1602,0.000717,0.18 LSB,PASS
972,31.1769,31.1758,0.001133,0.29 LSB,PASS
973,31.1929,31.1914,0.001542,0.39 LSB,PASS
974,31.209,31.2109,0.001964,0.50 LSB,PASS
975,31.225,31.2266,0.001573,0.40 LSB,PASS
976,31.241,31.2422,0.001189,0.30 LSB,PASS
977,31.257,31.2578,0.000813,0.21 LSB,PASS
978,31.273,31.2734,0.000446,0.11 LSB,PASS
